JASID,自治体コード,遺跡番号,ふりがな,遺跡名,所在地,時代,種別,主な遺構/概要,主な出土品,経度,緯度
13122000100,13122,1,みずもといいづかいせき,水元飯塚遺跡,葛飾区 西水元一丁目,[弥生時代][奈良時代][平安時代],包蔵地,,弥生土器　土師器　須恵器　ニホンウマ下顎骨,139.8501104547691,35.78187028822798
13122000200,13122,2,かなまちじょうすいじょうないいせき,金町浄水場内遺跡,葛飾区 金町浄水場,[古墳時代],包蔵地・単独出土地,,土師器,139.87609042576338,35.76204365961269
13122000400,13122,4,ころくてんひがしいせき,古録天東遺跡,葛飾区 柴又一丁目　 柴又三丁目,[弥生時代][古墳時代][奈良時代][平安時代][中世],集落,[古墳時代]住居　[奈良時代][平安時代]住居　生産遺構,弥生土器　土師器　須恵器　支脚　砥石　土錘　陶磁器,,139.8720469155325
13122000500,13122,5,ころくてんいせき,古録天遺跡,葛飾区 柴又二丁目　 柴又三丁目,[古墳時代][奈良時代][平安時代][中世][近世],集落,[奈良時代][平安時代]住居　土坑　溝　[中世]溝　[近世]土坑,土師器　須恵器　陶磁器　ホウロク　カワラケ　瓦質土器　素焼土器　土製品　瓦　砥石　金属製品,139.86960932450364,35.75812292192002
13122000600,13122,6,しばまたはちまんじんじゃこふん,柴又八幡神社古墳,葛飾区 柴又三丁目,[古墳時代],古墳,※遺跡範囲のすべてが、葛飾区指定史跡柴又八幡神社の古墳石槨となっています。　 円墳　[古墳時代]横穴式石室　周溝,土師器　須恵器　鉄鏃　刀子　円筒埴輪　直刀　馬具　朱塊　人骨,139.87517115337886,35.758317943192765
13122000700,13122,7,にいじゅくちょういせき,新宿町遺跡,葛飾区 高砂七丁目　 高砂八丁目,[古墳時代],集落,[古墳時代]住居,土師器　須恵器　紡錘車状鉄器　土錘　支脚　鞴口　鉄製品　銅製品　鉄滓,139.86548945145677,35.75452885467196
13122000800,13122,8,ごてんやま・かさいじょうし,御殿山・葛西城址,葛飾区 青戸六丁目　 青戸七丁目　 青戸八丁目,[弥生時代][奈良時代][平安時代][中世][近世],集落・城館,[古墳時代]住居　ピット　土坑　溝　[中世]掘立柱建物　土坑　ピット　井戸　溝　堀　[近世]水田,弥生土器　土師器　須恵器　土錘　砥石　陶磁器　カワラケ　瓦器　茶臼　瓦　板碑　鉄製品　鉄塊　漆椀　下駄　くし　銭貨　炭化物,139.85564397513866,35.75541296932039
13122001000,13122,10,みついけこふん,三ツ池古墳,葛飾区 高砂七丁目,[奈良時代],墳墓?,,須恵器,139.86727473003901,35.755754757997565
13122001100,13122,11,たていしさまいせき,立石様遺跡,葛飾区 立石八丁目,[古墳時代？],古墳？,,,139.8567597662308,35.73976267345441
13122001200,13122,12,なんぞういんうらこふん,南蔵院裏古墳,葛飾区 立石八丁目,[古墳時代],古墳,,土師器　須恵器　円筒埴輪　人物埴輪,139.8573262479889,35.73940040436662
