place_id,SiteType,Chronology,Pa,Jo,Ya,Ko,Na,He,Me,site_type_tokens,special_site_type_exclusion_reason
13201031600,塚,[中世][近世],0,0,0,0,0,0,1,塚,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13201038800,塚,[中世][近世],0,0,0,0,0,0,1,塚,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13201041400,墳墓,[古墳時代],0,0,0,1,0,0,0,墳墓,ko_single_phase_exclusive_mortuary_site_type
13201045900,墳墓,[古墳時代],0,0,0,1,0,0,0,墳墓,ko_single_phase_exclusive_mortuary_site_type
13201046200,墳墓,[古墳時代],0,0,0,1,0,0,0,墳墓,ko_single_phase_exclusive_mortuary_site_type
13201046300,墳墓,[古墳時代],0,0,0,1,0,0,0,墳墓,ko_single_phase_exclusive_mortuary_site_type
13201054000,墓地,[中世],0,0,0,0,0,0,1,墓地,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13201078200,墓地,[中世][近世],0,0,0,0,0,0,1,墓地,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13201078400,墓地,[中世][近世],0,0,0,0,0,0,1,墓地,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13201078600,墓地,[中世],0,0,0,0,0,0,1,墓地,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13201078800,墓地,[中世],0,0,0,0,0,0,1,墓地,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13201078900,墓地,[中世],0,0,0,0,0,0,1,墓地,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13201079400,墓地,[中世],0,0,0,0,0,0,1,墓地,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13201079500,墓地,[中世],0,0,0,0,0,0,1,墓地,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13201079600,墓地,[中世],0,0,0,0,0,0,1,墓地,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13201079700,墓地,[中世],0,0,0,0,0,0,1,墓地,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13201079800,墓地,[中世][近世],0,0,0,0,0,0,1,墓地,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13201080200,墓地,[中世],0,0,0,0,0,0,1,墓地,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13201095700,横穴墓,[古墳時代],0,0,0,1,0,0,0,横穴墓,ko_single_phase_exclusive_mortuary_site_type
13201101300,墳墓,[古墳時代],0,0,0,1,0,0,0,墳墓,ko_single_phase_exclusive_mortuary_site_type
13201101700,その他の墓,[中世],0,0,0,0,0,0,1,その他の墓,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13201102500,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13201102600,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13202001200,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13202001300,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13202001600,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13205003200,塚,[中世],0,0,0,0,0,0,1,塚,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13205010700,塚,[中世],0,0,0,0,0,0,1,塚,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13205011900,塚,[中世],0,0,0,0,0,0,1,塚,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13205012000,墓地,[中世],0,0,0,0,0,0,1,墓地,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13205012500,塚,[中世],0,0,0,0,0,0,1,塚,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13205017500,その他の墓,[中世],0,0,0,0,0,0,1,その他の墓,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13206000401,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206000402,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206000403,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206000404,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206000405,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206000406,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206000407,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206000408,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206000409,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206000410,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206000411,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206000412,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206000413,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206000414,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206000415,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206000416,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206000417,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206000419,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206000420,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206000422,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206000423,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206000424,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206000425,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206000426,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206000427,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206000428,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206000429,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206000461,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206000462,古墳?,[古墳時代?],0,0,0,1,0,0,0,古墳?,ko_single_phase_exclusive_mortuary_site_type
13206000463,古墳?,[古墳時代?],0,0,0,1,0,0,0,古墳?,ko_single_phase_exclusive_mortuary_site_type
13206000464,古墳?,[古墳時代?],0,0,0,1,0,0,0,古墳?,ko_single_phase_exclusive_mortuary_site_type
13206000465,古墳?,[古墳時代?],0,0,0,1,0,0,0,古墳?,ko_single_phase_exclusive_mortuary_site_type
13206000421,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206001000,塚,中世,0,0,0,0,0,0,1,塚,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13206001100,塚,[中世],0,0,0,0,0,0,1,塚,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13206002301,古墳,[古墳],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206002302,古墳,[古墳],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206002303,古墳,[古墳],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206002304,古墳,[古墳],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206002305,古墳,[古墳],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206002306,古墳,[古墳],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206002307,古墳,[古墳],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206002308,古墳,[古墳],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206002309,古墳,[古墳],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206002310,古墳,[古墳],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206002311,古墳,[古墳],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206002312,古墳,[古墳],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206002313,古墳,[古墳],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206002314,古墳,[古墳],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206002315,古墳,[古墳],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206002316,古墳,[古墳],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206003000,横穴墓,[古墳時代],0,0,0,1,0,0,0,横穴墓,ko_single_phase_exclusive_mortuary_site_type
13206003600,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206003701,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206003703,古墳,[古墳],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206003704,古墳,[古墳],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206003706,古墳,[古墳],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206003707,古墳,[古墳],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206003708,古墳,[古墳],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206003709,古墳,[古墳],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206003710,古墳,[古墳],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206003711,古墳,[古墳],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206003712,古墳,[古墳],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206003713,古墳,[古墳],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206003714,古墳,[古墳],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206003715,古墳,[古墳],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206003716,古墳,[古墳],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206003717,古墳,[古墳],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206003718,古墳,[古墳],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206003719,古墳,[古墳],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206003720,古墳,[古墳],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13206003721,古墳,[古墳],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13207002100,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13207004300,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13208005101,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13208005102,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13208005103,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13208005104,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13208005105,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13208005106,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13208005107,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13208005108,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13208005109,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13208005100,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13208005111,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13208005112,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13208005113,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13208005114,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13208005201,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13208005202,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13208005301,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13208005302,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13208005303,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13208005304,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13208005305,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13208005306,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13208005401,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13208005402,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13208005403,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13208005404,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13208005405,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13208005406,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13208005407,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13208005408,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13208005409,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13208005500,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13208005600,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13208005700,横穴墓,[古墳時代],0,0,0,1,0,0,0,横穴墓,ko_single_phase_exclusive_mortuary_site_type
13208005800,横穴墓群,[古墳時代],0,0,0,1,0,0,0,横穴墓群,ko_single_phase_exclusive_mortuary_site_type
13209021400,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13209039300,横穴墓,[古墳時代],0,0,0,1,0,0,0,横穴墓,ko_single_phase_exclusive_mortuary_site_type
13209044200,横穴墓,[古墳時代],0,0,0,1,0,0,0,横穴墓,ko_single_phase_exclusive_mortuary_site_type
13209044700,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13209044900,横穴墓,[古墳時代],0,0,0,1,0,0,0,横穴墓,ko_single_phase_exclusive_mortuary_site_type
13209060900,横穴墓,[古墳時代],0,0,0,1,0,0,0,横穴墓,ko_single_phase_exclusive_mortuary_site_type
13209068700,横穴墓,[古墳時代],0,0,0,1,0,0,0,横穴墓,ko_single_phase_exclusive_mortuary_site_type
13209069000,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13209069100,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13209070700,塚,[中世][近世],0,0,0,0,0,0,1,塚,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13209086800,塚,[中世],0,0,0,0,0,0,1,塚,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13209092000,横穴墓,[古墳時代],0,0,0,1,0,0,0,横穴墓,ko_single_phase_exclusive_mortuary_site_type
13209093800,横穴墓,[古墳時代],0,0,0,1,0,0,0,横穴墓,ko_single_phase_exclusive_mortuary_site_type
13209095500,横穴墓,[古墳時代],0,0,0,1,0,0,0,横穴墓,ko_single_phase_exclusive_mortuary_site_type
13209100900,横穴墓,[古墳時代],0,0,0,1,0,0,0,横穴墓,ko_single_phase_exclusive_mortuary_site_type
13209101100,横穴墓,[古墳時代],0,0,0,1,0,0,0,横穴墓,ko_single_phase_exclusive_mortuary_site_type
13209101200,横穴墓,[古墳時代],0,0,0,1,0,0,0,横穴墓,ko_single_phase_exclusive_mortuary_site_type
13210000302,横穴墓,[古墳時代],0,0,0,1,0,0,0,横穴墓,ko_single_phase_exclusive_mortuary_site_type
13212000900,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13212001900,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13212002300,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13212002400,横穴墓,[古墳時代?],0,0,0,1,0,0,0,横穴墓,ko_single_phase_exclusive_mortuary_site_type
13212004300,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13212004400,塚,[中世],0,0,0,0,0,0,1,塚,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13212004800,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13215001000,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13215001001,古墳・その他の墓,[古墳時代][近世],0,0,0,1,0,0,0,古墳;その他の墓,ko_single_phase_exclusive_mortuary_site_type
13215001002,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13215001003,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13215001004,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13215001005,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13215001006,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13215001007,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13215001008,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13215001009,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13215001010,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13215001011,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13215001012,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13215001013,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13215001100,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13215001400,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13215002300,古墳群,[古墳時代],0,0,0,1,0,0,0,古墳群,ko_single_phase_exclusive_mortuary_site_type
13215002301,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13215002302,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13215002303,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13215002304,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13215002305,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13215002306,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13215002307,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
